"Date","Level","NumBlocks","IsWin","ElapsedTime","Score","Accuracy"
"9/7/2019 4:58:09 PM","Level_715","42","True","21.59869","4050","0.3763207"
"9/7/2019 4:58:49 PM","Level_798","50","True","39.93079","4000","0.3643354"
"9/7/2019 4:59:04 PM","Level_846","18","False","14.76816","950","0.3021313"
"9/7/2019 4:59:30 PM","Level_849","43","False","24.53975","3200","0.3121444"
"9/7/2019 4:59:50 PM","Level_494","40","True","19.69967","2150","0.3807588"
"9/7/2019 5:00:09 PM","Level_519","21","True","18.87063","1500","0.3576943"
"9/7/2019 5:00:11 PM","Level_520","29","False","1.357127","150","0.3052653"
"9/7/2019 5:00:16 PM","Level_715","42","False","4.630507","800","0.3933443"
"9/7/2019 5:00:46 PM","Level_847","29","False","28.75073","0","0.3454192"
"9/7/2019 5:00:48 PM","Level_609","62","False","1.803596","150","0.3349757"
"9/7/2019 5:01:20 PM","Level_378","27","False","30.50831","2850","0.3509107"
"9/7/2019 5:01:32 PM","Level_798","50","False","11.61954","2400","0.3167624"
"9/7/2019 5:01:52 PM","Level_494","40","True","19.35949","2150","0.3786873"
"9/7/2019 5:02:16 PM","Level_519","21","True","23.42851","1500","0.3854895"
"9/7/2019 5:02:28 PM","Level_520","29","False","12.40048","1700","0.3436106"
"9/7/2019 5:02:33 PM","Level_519","21","False","3.417057","750","0.3186865"
"9/7/2019 5:03:08 PM","Level_798","50","True","34.66463","4000","0.3719364"
"9/7/2019 5:03:54 PM","Level_846","18","False","45.45209","1300","0.3888026"
"9/7/2019 5:04:00 PM","Level_520","29","False","5.182613","700","0.3267801"
"9/7/2019 5:04:01 PM","Level_596","50","False","0.638904","0","0.3648303"
"9/7/2019 5:04:05 PM","Level_492","112","False","3.214225","1000","0.3374258"
"9/7/2019 5:04:16 PM","Level_494","40","True","9.771505","2150","0.3643455"
"9/7/2019 5:04:27 PM","Level_519","21","True","11.34393","1500","0.3106174"
"9/7/2019 5:05:08 PM","Level_520","29","True","41.25112","2700","0.3301557"
"9/7/2019 5:05:16 PM","Level_596","50","False","7.212338","2350","0.3350953"
"9/7/2019 5:05:44 PM","Level_380","32","False","27.33992","3250","0.3182978"
"9/7/2019 5:05:48 PM","Level_596","50","False","3.201947","1000","0.3558357"
"9/7/2019 5:06:06 PM","Level_609","62","False","16.90092","4100","0.3375397"
"9/7/2019 5:06:32 PM","Level_596","50","True","25.67993","4000","0.3716377"
"9/7/2019 5:07:08 PM","Level_604","56","True","36.28729","3000","0.3732687"
"9/7/2019 5:07:43 PM","Level_609","62","False","34.38888","4150","0.3639745"
"9/7/2019 5:07:51 PM","Level_660","28","False","7.066735","1050","0.3495644"
"9/7/2019 5:07:56 PM","Level_846","18","False","4.407655","200","0.3092944"
"9/7/2019 5:07:59 PM","Level_492","112","False","1.664474","300","0.33223"
"9/7/2019 5:08:24 PM","Level_380","32","False","24.50244","2700","0.3542523"
"9/7/2019 5:08:27 PM","Level_609","62","False","2.6798","500","0.3146002"
"9/7/2019 5:08:32 PM","Level_609","62","False","3.86018","1150","0.3162718"
"9/7/2019 5:09:33 PM","Level_715","42","True","60.57634","4050","0.3548891"
"9/7/2019 5:09:35 PM","Level_798","50","False","0.9994834","200","0.3084609"
"9/7/2019 5:10:17 PM","Level_492","112","False","42.04245","7800","0.3651881"
"9/7/2019 5:10:50 PM","Level_798","50","True","31.53481","4000","0.3690475"
"9/7/2019 5:11:15 PM","Level_846","18","True","24.78788","1500","0.3557907"
"9/7/2019 5:11:16 PM","Level_847","29","False","0.7911211","0","0.3560876"
"9/7/2019 5:11:22 PM","Level_596","50","False","5.725486","1950","0.3110123"
"9/7/2019 5:11:35 PM","Level_715","42","False","11.85415","2650","0.3866076"
"9/7/2019 5:11:59 PM","Level_849","43","True","23.525","3650","0.3998699"
"9/7/2019 5:12:02 PM","Level_378","27","False","3.098516","400","0.3193857"
"9/7/2019 5:12:58 PM","Level_492","112","False","54.35841","9100","0.3476792"
"9/7/2019 5:13:30 PM","Level_596","50","True","31.84065","4000","0.387902"
"9/7/2019 5:14:16 PM","Level_604","56","True","45.64523","3000","0.3631791"
"9/7/2019 5:14:21 PM","Level_609","62","False","4.47979","500","0.3115225"
"9/7/2019 5:14:23 PM","Level_609","62","False","1.866372","600","0.3793127"
"9/7/2019 5:14:31 PM","Level_379","28","False","6.747782","900","0.3084458"
"9/7/2019 5:14:52 PM","Level_493","56","True","19.90693","4900","0.3880471"
"9/7/2019 5:14:58 PM","Level_494","40","False","6.041537","1300","0.3324099"
"9/7/2019 5:15:01 PM","Level_847","29","False","2.204885","0","0.3382948"
"9/7/2019 5:15:30 PM","Level_715","42","True","28.75102","4050","0.3849882"
"9/7/2019 5:15:57 PM","Level_798","50","False","26.40778","3700","0.3574831"
"9/7/2019 5:17:40 PM","Level_492","112","True","102.2103","11900","0.3669273"
"9/7/2019 5:18:07 PM","Level_493","56","True","26.98098","4900","0.3580073"
"9/7/2019 5:18:38 PM","Level_494","40","True","30.821","2150","0.3639403"
"9/7/2019 5:18:54 PM","Level_519","21","False","16.40819","1300","0.3665631"
"9/7/2019 5:18:57 PM","Level_798","50","False","2.069688","450","0.3715882"
"9/7/2019 5:19:22 PM","Level_596","50","False","23.7964","3800","0.3218611"
"9/7/2019 5:19:49 PM","Level_715","42","True","26.45229","4050","0.3604527"
